"Number","Name","Class","Position","Hometown","Team","Simple.Hometown","Label","Lon","Lat","Season"
25,"Tommy Davis","SR","D","Ho-Ho-Kus, New Jersey","Princeton","hohokus new jersey","Princeton: 25 Tommy Davis - Ho-Ho-Kus, New Jersey (SR-D)",-74.101253,40.9964864,20162017
26,"Ryan Siiro","SR","F","Bloomington, Minnesota","Princeton","bloomington minnesota","Princeton: 26 Ryan Siiro - Bloomington, Minnesota (SR-F)",-93.2982799,44.840798,20162017
27,"Joe Grabowski","JR","D","Lawrenceville, New Jersey","Princeton","lawrenceville new jersey","Princeton: 27 Joe Grabowski - Lawrenceville, New Jersey (JR-D)",-74.7361013,40.3016375,20162017
28,"Derek Topatigh","FR","D","Mississauga, Ontario","Princeton","mississauga ontario","Princeton: 28 Derek Topatigh - Mississauga, Ontario (FR-D)",-79.6441198,43.5890452,20162017
31,"Austin Shaw","SO","G","Denver, Colorado","Princeton","denver colorado","Princeton: 31 Austin Shaw - Denver, Colorado (SO-G)",-104.990251,39.7392358,20162017
33,"Colton Phinney","SR","G","Chatham, New Jersey","Princeton","chatham new jersey","Princeton: 33 Colton Phinney - Chatham, New Jersey (SR-G)",-74.3837624,40.740934,20162017
35,"Ben Halford","JR","G","Lenox, Massachusetts","Princeton","lenox massachusetts","Princeton: 35 Ben Halford - Lenox, Massachusetts (JR-G)",-73.2848762,42.3564609,20162017
1,"Brendan Leahy","SR","G","Reading, Massachusetts","Providence","reading massachusetts","Providence: 01 Brendan Leahy - Reading, Massachusetts (SR-G)",-71.0952891,42.5256563,20162017
2,"Vincent Desharnais","SO","D","Laval, Qu<U+FFFD>bec","Providence","laval quebec","Providence: 02 Vincent Desharnais - Laval, Qu<U+FFFD>bec (SO-D)",-73.712409,45.6066487,20162017
5,"Kyle McKenzie","SR","D","Aston, Pennsylvania","Providence","aston pennsylvania","Providence: 05 Kyle McKenzie - Aston, Pennsylvania (SR-D)",-75.4257325,39.8648194,20162017
8,"Ryan Tait","SO","F","Santa Clarita, California","Providence","santa clarita california","Providence: 08 Ryan Tait - Santa Clarita, California (SO-F)",-118.542586,34.3916641,20162017
9,"Brandon Duhaime","FR","F","Parkland, Florida","Providence","parkland florida","Providence: 09 Brandon Duhaime - Parkland, Florida (FR-F)",-80.2532249,26.3107774,20162017
10,"Scott Conway","SO","F","Basingstoke, England","Providence","basingstoke england","Providence: 10 Scott Conway - Basingstoke, England (SO-F)",-1.0923964,51.26654,20162017
11,"Niko Rufo","SR","F","Stoneham, Massachusetts","Providence","stoneham massachusetts","Providence: 11 Niko Rufo - Stoneham, Massachusetts (SR-F)",-71.0999719,42.4802469,20162017
12,"Erik Foley","SO","F","Mansfield, Massachusetts","Providence","mansfield massachusetts","Providence: 12 Erik Foley - Mansfield, Massachusetts (SO-F)",-71.2190578,42.0334565,20162017
13,"Garrett Gamez","SO","F","Chino Hills, California","Providence","chino hills california","Providence: 13 Garrett Gamez - Chino Hills, California (SO-F)",-117.7325848,33.9898188,20162017
14,"Chase Zieky","FR","F","Avon, Connecticut","Providence","avon connecticut","Providence: 14 Chase Zieky - Avon, Connecticut (FR-F)",-72.8305154,41.8096201,20162017
15,"Josh Wilkins","FR","F","Raleigh, North Carolina","Providence","raleigh north carolina","Providence: 15 Josh Wilkins - Raleigh, North Carolina (FR-F)",-78.6381787,35.7795897,20162017
16,"Anthony Florentino","SR","D","West Roxbury, Massachusetts","Providence","west roxbury massachusetts","Providence: 16 Anthony Florentino - West Roxbury, Massachusetts (SR-D)",-71.1626756,42.2797554,20162017
17,"Shane Kavanagh","FR","F","East Providence, Rhode Island","Providence","east providence rhode island","Providence: 17 Shane Kavanagh - East Providence, Rhode Island (FR-F)",-71.3700545,41.8137116,20162017
18,"Jacob Bryson","FR","D","London, Ontario","Providence","london ontario","Providence: 18 Jacob Bryson - London, Ontario (FR-D)",-81.2452768,42.9849233,20162017
19,"Jake Walman","JR","D","Toronto, Ontario","Providence","toronto ontario","Providence: 19 Jake Walman - Toronto, Ontario (JR-D)",-79.3831843,43.653226,20162017
20,"Kasper Bjorkqvist","FR","F","Espoo, Finland","Providence","espoo finland","Providence: 20 Kasper Bjorkqvist - Espoo, Finland (FR-F)",24.6559001,60.2054911,20162017
21,"Spenser Young","FR","D","Brentwood, New Hampshire","Providence","brentwood new hampshire","Providence: 21 Spenser Young - Brentwood, New Hampshire (FR-D)",-71.0735503,42.9780248,20162017
22,"Vimal Sukumaran","FR","F","Montreal, Quebec","Providence","montreal quebec","Providence: 22 Vimal Sukumaran - Montreal, Quebec (FR-F)",-73.567256,45.5016889,20162017
23,"Truman Reed","JR","D","Anchorage, Alaska","Providence","anchorage alaska","Providence: 23 Truman Reed - Anchorage, Alaska (JR-D)",-149.9002778,61.2180556,20162017
24,"Bryan Lemos","SO","F","East Providence, Rhode Island","Providence","east providence rhode island","Providence: 24 Bryan Lemos - East Providence, Rhode Island (SO-F)",-71.3700545,41.8137116,20162017
25,"Robbie Hennessey","JR","F","Garnet Valley, Pennsylvania","Providence","garnet valley pennsylvania","Providence: 25 Robbie Hennessey - Garnet Valley, Pennsylvania (JR-F)",-75.4696206,39.8583408,20162017
26,"Brian Pinho","JR","F","North Andover, Massachusetts","Providence","north andover massachusetts","Providence: 26 Brian Pinho - North Andover, Massachusetts (JR-F)",-71.1350575,42.6987024,20162017
27,"Josh Monk","SR","D","Langley, British Columbia","Providence","langley british columbia","Providence: 27 Josh Monk - Langley, British Columbia (SR-D)",-122.6603519,49.1041779,20162017
28,"Alex Cromwell","JR","F","McKinney, Texas","Providence","mckinney texas","Providence: 28 Alex Cromwell - McKinney, Texas (JR-F)",-96.6397822,33.1972465,20162017
29,"Conor MacPhee","SR","F","Windham, New Hampshire","Providence","windham new hampshire","Providence: 29 Conor MacPhee - Windham, New Hampshire (SR-F)",-71.304229,42.8006441,20162017
30,"Kris Carlson","FR","G","Centerville, Virginia","Providence","centerville virginia","Providence: 30 Kris Carlson - Centerville, Virginia (FR-G)",-77.4288769,38.8403909,20162017
31,"Hayden Hawkey","SO","G","Parker, Colorado","Providence","parker colorado","Providence: 31 Hayden Hawkey - Parker, Colorado (SO-G)",-104.7613633,39.5186002,20162017
2,"Karlis Cukste","FR","D","Riga, Latvia","Quinnipiac","riga latvia","Quinnipiac: 02 Karlis Cukste - Riga, Latvia (FR-D)",24.1051864,56.9496487,20162017
3,"Joe Fiala","SR","F","Verona, Wisconsin","Quinnipiac","verona wisconsin","Quinnipiac: 03 Joe Fiala - Verona, Wisconsin (SR-F)",-89.5331773,42.990831,20162017
4,"Connor Clifton","SR","D","Matawan, New Jersey","Quinnipiac","matawan new jersey","Quinnipiac: 04 Connor Clifton - Matawan, New Jersey (SR-D)",-74.2295891,40.41483,20162017
5,"John Furgele *","JR","D","Glen Mills, Pennsylvania","Quinnipiac","glen mills pennsylvania","Quinnipiac: 05 John Furgele * - Glen Mills, Pennsylvania (JR-D)",-75.5103484,39.9016273,20162017
7,"Logan Mick","FR","F","Armstrong, British Columbia","Quinnipiac","armstrong british columbia","Quinnipiac: 07 Logan Mick - Armstrong, British Columbia (FR-F)",-119.1969938,50.4476983,20162017
8,"Alex Whelan","FR","F","Ramsey, New Jersey","Quinnipiac","ramsey new jersey","Quinnipiac: 08 Alex Whelan - Ramsey, New Jersey (FR-F)",-74.1409771,41.0573188,20162017
10,"Kevin Duane","JR","F","New Canaan, Connecticut","Quinnipiac","new canaan connecticut","Quinnipiac: 10 Kevin Duane - New Canaan, Connecticut (JR-F)",-73.4948445,41.146763,20162017
11,"Tim Clifton","SR","F","Matawan, New Jersey","Quinnipiac","matawan new jersey","Quinnipiac: 11 Tim Clifton - Matawan, New Jersey (SR-F)",-74.2295891,40.41483,20162017
12,"Thomas Aldworth","SO","F","Keller, Texas","Quinnipiac","keller texas","Quinnipiac: 12 Thomas Aldworth - Keller, Texas (SO-F)",-97.229298,32.9341893,20162017
13,"Chase Priskie","SO","D","Pembroke Pines, Florida","Quinnipiac","pembroke pines florida","Quinnipiac: 13 Chase Priskie - Pembroke Pines, Florida (SO-D)",-80.2962555,26.007765,20162017
14,"Derek Smith","SR","D","Apple Valley, Minnesota","Quinnipiac","apple valley minnesota","Quinnipiac: 14 Derek Smith - Apple Valley, Minnesota (SR-D)",-93.21772,44.7319094,20162017
15,"Luke Shiplo","SO","D","Oakville, Ontario","Quinnipiac","oakville ontario","Quinnipiac: 15 Luke Shiplo - Oakville, Ontario (SO-D)",-79.6876659,43.467517,20162017
16,"Landon Smith","JR","F","Greenwood Village, Colorado","Quinnipiac","greenwood village colorado","Quinnipiac: 16 Landon Smith - Greenwood Village, Colorado (JR-F)",-104.9508141,39.6172101,20162017
17,"K.J. Tiefenwerth","SR","F","Bellmore, New York","Quinnipiac","bellmore new york","Quinnipiac: 17 K.J. Tiefenwerth - Bellmore, New York (SR-F)",-73.5270709,40.6687125,20162017
18,"Nick Jermain","FR","F","Cos Cob, Connecticut","Quinnipiac","cos cob connecticut","Quinnipiac: 18 Nick Jermain - Cos Cob, Connecticut (FR-F)",-73.5996472,41.0340436,20162017
19,"Tanner MacMaster","JR","F","Calgary, Alberta","Quinnipiac","calgary alberta","Quinnipiac: 19 Tanner MacMaster - Calgary, Alberta (JR-F)",-114.0708459,51.0486151,20162017
20,"Craig Martin","SO","F","Trail, British Columbia","Quinnipiac","trail british columbia","Quinnipiac: 20 Craig Martin - Trail, British Columbia (SO-F)",-117.7117301,49.0965676,20162017
22,"Scott Davidson","SO","F","Trail, British Columbia","Quinnipiac","trail british columbia","Quinnipiac: 22 Scott Davidson - Trail, British Columbia (SO-F)",-117.7117301,49.0965676,20162017
23,"Tommy Schutt","SR","F","Chanhassen, Minnesota","Quinnipiac","chanhassen minnesota","Quinnipiac: 23 Tommy Schutt - Chanhassen, Minnesota (SR-F)",-93.5323103,44.8619645,20162017
24,"Bo Pieper","JR","F","Roseville, Minnesota","Quinnipiac","roseville minnesota","Quinnipiac: 24 Bo Pieper - Roseville, Minnesota (JR-F)",-93.1566107,45.0060767,20162017
25,"Brogan Rafferty","FR","D","Dundee, Illinois","Quinnipiac","dundee illinois","Quinnipiac: 25 Brogan Rafferty - Dundee, Illinois (FR-D)",-88.2828581,42.0980812,20162017
26,"Brandon Fortunato *","JR","F","Albertson, New York","Quinnipiac","albertson new york","Quinnipiac: 26 Brandon Fortunato * - Albertson, New York (JR-F)",-73.6431844,40.7734341,20162017
27,"Kevin McKernan","JR","D","Millbury, Massachusetts","Quinnipiac","millbury massachusetts","Quinnipiac: 27 Kevin McKernan - Millbury, Massachusetts (JR-D)",-71.761522,42.1920719,20162017
33,"Chris Truehl","JR","G","Madison, Wisconsin","Quinnipiac","madison wisconsin","Quinnipiac: 33 Chris Truehl - Madison, Wisconsin (JR-G)",-89.4012302,43.0730517,20162017
34,"Matthew King","FR","G","Levittown, New York","Quinnipiac","levittown new york","Quinnipiac: 34 Matthew King - Levittown, New York (FR-G)",-73.5142921,40.7259336,20162017
35,"Andrew Shortridge","FR","G","Anchorage, Alaska","Quinnipiac","anchorage alaska","Quinnipiac: 35 Andrew Shortridge - Anchorage, Alaska (FR-G)",-149.9002778,61.2180556,20162017
1,"Cam Hackett","SO","G","Sault Ste. Marie, Ontario","Rensselaer","sault ste marie ontario","Rensselaer: 01 Cam Hackett - Sault Ste. Marie, Ontario (SO-G)",-84.3460896,46.521858,20162017
2,"Parker Reno","SR","D","Edina, Minnesota","Rensselaer","edina minnesota","Rensselaer: 02 Parker Reno - Edina, Minnesota (SR-D)",-93.3499489,44.8896866,20162017
3,"TJ Samec","FR","D","St. Paul, Minnesota","Rensselaer","st paul minnesota","Rensselaer: 03 TJ Samec - St. Paul, Minnesota (FR-D)",-93.0899578,44.9537029,20162017
4,"Tommy Grant","SO","D","Sparta, New Jersey","Rensselaer","sparta new jersey","Rensselaer: 04 Tommy Grant - Sparta, New Jersey (SO-D)",-74.6363588,41.0334562,20162017
5,"Charlie Manley","FR","D","Orchard Park, New York","Rensselaer","orchard park new york","Rensselaer: 05 Charlie Manley - Orchard Park, New York (FR-D)",-78.7439189,42.7675593,20162017
9,"Meirs Moore","SO","D","Duluth, Minnesota","Rensselaer","duluth minnesota","Rensselaer: 09 Meirs Moore - Duluth, Minnesota (SO-D)",-92.1004852,46.7866719,20162017
11,"Evan Tironese","SO","F","Qualicum Beach, British Columbia","Rensselaer","qualicum beach british columbia","Rensselaer: 11 Evan Tironese - Qualicum Beach, British Columbia (SO-F)",-124.4428262,49.3482346,20162017
12,"Viktor Liljegren","JR","F","Stockholm, Sweden","Rensselaer","stockholm sweden","Rensselaer: 12 Viktor Liljegren - Stockholm, Sweden (JR-F)",18.0685808,59.3293235,20162017
13,"Jared Wilson","JR","D","Calgary, Alberta","Rensselaer","calgary alberta","Rensselaer: 13 Jared Wilson - Calgary, Alberta (JR-D)",-114.0708459,51.0486151,20162017
14,"Riley Bourbonnais","SR","F","Rochester, New York","Rensselaer","rochester new york","Rensselaer: 14 Riley Bourbonnais - Rochester, New York (SR-F)",-77.6109219,43.16103,20162017
16,"Jacob Hayhurst","FR","F","Missassauga, Ontario","Rensselaer","missassauga ontario","Rensselaer: 16 Jacob Hayhurst - Missassauga, Ontario (FR-F)",-79.6441198,43.5890452,20162017
18,"Max Reisinger","FR","F","Walding, Austria","Rensselaer","walding austria","Rensselaer: 18 Max Reisinger - Walding, Austria (FR-F)",14.1596644,48.351608,20162017
19,"Mike Prapavessis","JR","D","Oakville, Ontario","Rensselaer","oakville ontario","Rensselaer: 19 Mike Prapavessis - Oakville, Ontario (JR-D)",-79.6876659,43.467517,20162017
20,"Jimmy DeVito","SR","F","Bloomingdale, Illinois","Rensselaer","bloomingdale illinois","Rensselaer: 20 Jimmy DeVito - Bloomingdale, Illinois (SR-F)",-88.0809036,41.9575285,20162017
21,"Brady Wiffen","SO","F","St. Mary's, Ontario","Rensselaer","st marys ontario","Rensselaer: 21 Brady Wiffen - St. Marys, Ontario (SO-F)",-81.140653,43.2595868,20162017
22,"Bradley Bell","JR","D","Sudbury, Ontario","Rensselaer","sudbury ontario","Rensselaer: 22 Bradley Bell - Sudbury, Ontario (JR-D)",-80.9530353,46.522099,20162017
23,"Lou Nanne","JR","F","Edina, Minnesota","Rensselaer","edina minnesota","Rensselaer: 23 Lou Nanne - Edina, Minnesota (JR-F)",-93.3499489,44.8896866,20162017
24,"Will Reilly","FR","D","Toronto, Ontario","Rensselaer","toronto ontario","Rensselaer: 24 Will Reilly - Toronto, Ontario (FR-D)",-79.3831843,43.653226,20162017
25,"Drew Melanson","JR","F","Paramus, New Jersey","Rensselaer","paramus new jersey","Rensselaer: 25 Drew Melanson - Paramus, New Jersey (JR-F)",-74.0754189,40.9445428,20162017
26,"Jake Marrello","FR","F","Slingerlands, New York","Rensselaer","slingerlands new york","Rensselaer: 26 Jake Marrello - Slingerlands, New York (FR-F)",-73.8645685,42.6292455,20162017
27,"Jake Wood","SR","F","Georgetown, Ontario","Rensselaer","georgetown ontario","Rensselaer: 27 Jake Wood - Georgetown, Ontario (SR-F)",-79.9036236,43.6502046,20162017
28,"Jesper  hrvall","SO","F","Halmstad, Sweden","Rensselaer","halmstad sweden","Rensselaer: 28 Jesper  hrvall - Halmstad, Sweden (SO-F)",12.8577884,56.6743748,20162017
29,"Patrick Polino","FR","F","Buffalo, New York","Rensselaer","buffalo new york","Rensselaer: 29 Patrick Polino - Buffalo, New York (FR-F)",-78.8783689,42.8864468,20162017
30,"Liam McBain","SO","G","Tualatin, Oregon","Rensselaer","tualatin oregon","Rensselaer: 30 Liam McBain - Tualatin, Oregon (SO-G)",-122.7639851,45.3840077,20162017
32,"Kyle St. Denis","FR","G","Katonah, New York","Rensselaer","katonah new york","Rensselaer: 32 Kyle St. Denis - Katonah, New York (FR-G)",-73.6854137,41.2587043,20162017
35,"Chase Perry","SO","G","St. Paul, Minnesota","Rensselaer","st paul minnesota","Rensselaer: 35 Chase Perry - St. Paul, Minnesota (SO-G)",-93.0899578,44.9537029,20162017
37,"Sam Rappaport","FR","F","Aspen, Colorado","Rensselaer","aspen colorado","Rensselaer: 37 Sam Rappaport - Aspen, Colorado (FR-F)",-106.8175387,39.1910983,20162017
39,"Alex Rodriguez","SO","F","Miami, Florida","Rensselaer","miami florida","Rensselaer: 39 Alex Rodriguez - Miami, Florida (SO-F)",-80.1917902,25.7616798,20162017
1,"Christian Short","SO","G","Vaughan, Ontario","RIT","vaughan ontario","RIT: 01 Christian Short - Vaughan, Ontario (SO-G)",-79.508276,43.8372079,20162017
2,"Adam Brubacher","FR","D","Elmira, Ontario","RIT","elmira ontario","RIT: 02 Adam Brubacher - Elmira, Ontario (FR-D)",-80.5629846,43.6004074,20162017
4,"Brody Valette","FR","D","High River, Alberta","RIT","high river alberta","RIT: 04 Brody Valette - High River, Alberta (FR-D)",-113.8707312,50.5801021,20162017
6,"Gabe Valenzuela","SO","F","Brampton, Ontario","RIT","brampton ontario","RIT: 06 Gabe Valenzuela - Brampton, Ontario (SO-F)",-79.7624177,43.7315479,20162017
7,"Abbott Girduckis","SO","F","Belleville, Ontario","RIT","belleville ontario","RIT: 07 Abbott Girduckis - Belleville, Ontario (SO-F)",-77.3832315,44.1627589,20162017
8,"Chase Norrish","JR","D","Strong Field, Saskatchewan","RIT","strong field saskatchewan","RIT: 08 Chase Norrish - Strong Field, Saskatchewan (JR-D)",-106.597024,51.331873,20162017
9,"Liam Kerins","SO","F","Caledon, Ontario","RIT","caledon ontario","RIT: 09 Liam Kerins - Caledon, Ontario (SO-F)",-79.8744836,43.8363372,20162017
10,"Brady Norrish","JR","D","Strong Field, Saskatchewan","RIT","strong field saskatchewan","RIT: 10 Brady Norrish - Strong Field, Saskatchewan (JR-D)",-106.597024,51.331873,20162017
11,"Shawn Cameron","FR","F","Sherbrooke, Qu<U+FFFD>bec","RIT","sherbrooke quebec","RIT: 11 Shawn Cameron - Sherbrooke, Qu<U+FFFD>bec (FR-F)",-71.8824288,45.4009928,20162017
12,"Ryan Kruper","FR","F","Sherwood Park, Alberta","RIT","sherwood park alberta","RIT: 12 Ryan Kruper - Sherwood Park, Alberta (FR-F)",-113.2957365,53.5412083,20162017
14,"Danny Smith","SR","F","Edmonton, Alberta","RIT","edmonton alberta","RIT: 14 Danny Smith - Edmonton, Alberta (SR-F)",-113.4909267,53.544389,20162017
15,"Max Mikowski","JR","F","Cheektowaga, New York","RIT","cheektowaga new york","RIT: 15 Max Mikowski - Cheektowaga, New York (JR-F)",-78.744572,42.9026136,20162017
16,"Erik Brown","SO","F","Keene, Ontario","RIT","keene ontario","RIT: 16 Erik Brown - Keene, Ontario (SO-F)",-78.161845,44.240474,20162017
17,"Todd Skirving","SR","F","Thunder Bay, Ontario","RIT","thunder bay ontario","RIT: 17 Todd Skirving - Thunder Bay, Ontario (SR-F)",-89.2476823,48.3808951,20162017
18,"Matt Abt","JR","D","Leduc, Alberta","RIT","leduc alberta","RIT: 18 Matt Abt - Leduc, Alberta (JR-D)",-113.5502217,53.2580126,20162017
19,"Myles Powell","JR","F","Courtenay, British Columbia","RIT","courtenay british columbia","RIT: 19 Myles Powell - Courtenay, British Columbia (JR-F)",-124.9904493,49.6841391,20162017
21,"Michael Holland","SR","D","Cambridge, Massachusetts","RIT","cambridge massachusetts","RIT: 21 Michael Holland - Cambridge, Massachusetts (SR-D)",-71.1097335,42.3736158,20162017
22,"Garrett McMullen","SR","F","Churchville, New York","RIT","churchville new york","RIT: 22 Garrett McMullen - Churchville, New York (SR-F)",-77.8844543,43.1042277,20162017
23,"Darren Brady","FR","D","Lake Orion, Michigan","RIT","lake orion michigan","RIT: 23 Darren Brady - Lake Orion, Michigan (FR-D)",-83.2396612,42.7844752,20162017
24,"Chris McKay","FR","D","Edmonton, Alberta","RIT","edmonton alberta","RIT: 24 Chris McKay - Edmonton, Alberta (FR-D)",-113.4909267,53.544389,20162017
25,"Jordan Peacock","FR","F","Burlington, Ontario","RIT","burlington ontario","RIT: 25 Jordan Peacock - Burlington, Ontario (FR-F)",-79.7990319,43.3255196,20162017
26,"Caleb Cameron","SR","F","Sunridge, Ontario","RIT","sunridge ontario","RIT: 26 Caleb Cameron - Sunridge, Ontario (SR-F)",-79.3963867,45.7690306,20162017
27,"Alex Perron-Fontaine","SR","D","Saint-Mathieu-de-Beloeil, Quebec","RIT","saintmathieudebeloeil quebec","RIT: 27 Alex Perron-Fontaine - Saint-Mathieu-de-Beloeil, Quebec (SR-D)",-73.2478531,45.605068,20162017
28,"Mark Logan","SO","F","Calgary, Alberta","RIT","calgary alberta","RIT: 28 Mark Logan - Calgary, Alberta (SO-F)",-114.0708459,51.0486151,20162017
30,"Mike Rotolo","SR","G","Rochester, New York","RIT","rochester new york","RIT: 30 Mike Rotolo - Rochester, New York (SR-G)",-77.6109219,43.16103,20162017
33,"Gavin Lewis","SO","G","Mountaintop, Pennsylvania","RIT","mountaintop pennsylvania","RIT: 33 Gavin Lewis - Mountaintop, Pennsylvania (SO-G)",-75.877419,41.1695269,20162017
1,"Francis Marotte","FR","G","Longueuil, Qu<U+FFFD>bec","Robert Morris","longueuil quebec","Robert Morris: 01 Francis Marotte - Longueuil, Qu<U+FFFD>bec (FR-G)",-73.5107131,45.5369442,20162017
2,"Alex Bontje","JR","D","Nobleton, Ontario","Robert Morris","nobleton ontario","Robert Morris: 02 Alex Bontje - Nobleton, Ontario (JR-D)",-79.6526997,43.9021887,20162017
3,"Nick Jenny","FR","D","Strongsville, Ohio","Robert Morris","strongsville ohio","Robert Morris: 03 Nick Jenny - Strongsville, Ohio (FR-D)",-81.83569,41.3144966,20162017
4,"Elias Ghantous","JR","D","Ottawa, Ontario","Robert Morris","ottawa ontario","Robert Morris: 04 Elias Ghantous - Ottawa, Ontario (JR-D)",-75.6971931,45.4215296,20162017
5,"Sean Giles","FR","D","Colorado Springs, Colorado","Robert Morris","colorado springs colorado","Robert Morris: 05 Sean Giles - Colorado Springs, Colorado (FR-D)",-104.8213634,38.8338816,20162017
6,"Rob Mann","SR","D","Oshawa, Ontario","Robert Morris","oshawa ontario","Robert Morris: 06 Rob Mann - Oshawa, Ontario (SR-D)",-78.8657912,43.8970929,20162017
7,"Michael Louria","JR","F","Gibraltar, Michigan","Robert Morris","gibraltar michigan","Robert Morris: 07 Michael Louria - Gibraltar, Michigan (JR-F)",-83.1896484,42.0950426,20162017
8,"Eric Israel","SO","D","Huntington Woods, Michigan","Robert Morris","huntington woods michigan","Robert Morris: 08 Eric Israel - Huntington Woods, Michigan (SO-D)",-83.1668713,42.4805913,20162017
9,"Daniel Mantenuto","FR","F","Thornhill, Ontario","Robert Morris","thornhill ontario","Robert Morris: 09 Daniel Mantenuto - Thornhill, Ontario (FR-F)",-79.4591378,43.8079675,20162017
10,"Kevin Lavoie","FR","F","St. Catharines, Ontario","Robert Morris","st catharines ontario","Robert Morris: 10 Kevin Lavoie - St. Catharines, Ontario (FR-F)",-79.2468626,43.1593745,20162017
11,"Kyle Horsman","SO","F","Sechelt, British Columbia","Robert Morris","sechelt british columbia","Robert Morris: 11 Kyle Horsman - Sechelt, British Columbia (SO-F)",-123.7545601,49.4741736,20162017
12,"Brady Ferguson","JR","F","Lewisville, Texas","Robert Morris","lewisville texas","Robert Morris: 12 Brady Ferguson - Lewisville, Texas (JR-F)",-96.994174,33.046233,20162017
15,"Spencer Dorowicz","JR","F","Olds, Alberta","Robert Morris","olds alberta","Robert Morris: 15 Spencer Dorowicz - Olds, Alberta (JR-F)",-114.105279,51.7920135,20162017
17,"Brandon Watt","SO","F","Ottawa, Ontario","Robert Morris","ottawa ontario","Robert Morris: 17 Brandon Watt - Ottawa, Ontario (SO-F)",-75.6971931,45.4215296,20162017
18,"Michael Coyne","FR","F","Buffalo, New York","Robert Morris","buffalo new york","Robert Morris: 18 Michael Coyne - Buffalo, New York (FR-F)",-78.8783689,42.8864468,20162017
19,"Alex Robert","FR","D","Novi, Michigan","Robert Morris","novi michigan","Robert Morris: 19 Alex Robert - Novi, Michigan (FR-D)",-83.4754913,42.48059,20162017
20,"Timmy Moore","JR","F","Grosse Pointe, Michigan","Robert Morris","grosse pointe michigan","Robert Morris: 20 Timmy Moore - Grosse Pointe, Michigan (JR-F)",-82.9118591,42.3861485,20162017
21,"Robert Powers","JR","D","Ajax, Ontario","Robert Morris","ajax ontario","Robert Morris: 21 Robert Powers - Ajax, Ontario (JR-D)",-79.0203732,43.8508553,20162017
22,"Ben Robillard","SR","F","Ottawa, Ontario","Robert Morris","ottawa ontario","Robert Morris: 22 Ben Robillard - Ottawa, Ontario (SR-F)",-75.6971931,45.4215296,20162017
24,"Alex Tonge","SO","F","Kingston, Ontario","Robert Morris","kingston ontario","Robert Morris: 24 Alex Tonge - Kingston, Ontario (SO-F)",-76.4859544,44.2311717,20162017
26,"Daniel Leavens","SR","F","Toronto, Ontario","Robert Morris","toronto ontario","Robert Morris: 26 Daniel Leavens - Toronto, Ontario (SR-F)",-79.3831843,43.653226,20162017
27,"Jacob Coleman","FR","F","Pittsburgh, Pennsylvania","Robert Morris","pittsburgh pennsylvania","Robert Morris: 27 Jacob Coleman - Pittsburgh, Pennsylvania (FR-F)",-79.9958864,40.4406248,20162017
28,"Luke Lynch","FR","F","Pittsburgh, Pennsylvania","Robert Morris","pittsburgh pennsylvania","Robert Morris: 28 Luke Lynch - Pittsburgh, Pennsylvania (FR-F)",-79.9958864,40.4406248,20162017
30,"Andrew Pikul","JR","G","Cleveland, Ohio","Robert Morris","cleveland ohio","Robert Morris: 30 Andrew Pikul - Cleveland, Ohio (JR-G)",-81.6943605,41.49932,20162017
31,"Dalton Izyk","SR","G","Oswego, New York","Robert Morris","oswego new york","Robert Morris: 31 Dalton Izyk - Oswego, New York (SR-G)",-76.5104973,43.4553461,20162017
33,"Alex Dagnal","JR","F","Pittsburgh, Pennsylvania","Robert Morris","pittsburgh pennsylvania","Robert Morris: 33 Alex Dagnal - Pittsburgh, Pennsylvania (JR-F)",-79.9958864,40.4406248,20162017
35,"Nathan Mortland","JR","G","Cumming, Georgia","Robert Morris","cumming georgia","Robert Morris: 35 Nathan Mortland - Cumming, Georgia (JR-G)",-84.1401926,34.2073196,20162017
44,"Matthew Graham","FR","F","Bedford, Nova Scotia","Robert Morris","bedford nova scotia","Robert Morris: 44 Matthew Graham - Bedford, Nova Scotia (FR-F)",-63.6908523,44.7246629,20162017
2,"Max Luukko","FR","D","Avalon, New Jersey","Sacred Heart","avalon new jersey","Sacred Heart: 02 Max Luukko - Avalon, New Jersey (FR-D)",-74.7176622,39.101225,20162017
4,"Liam Clare","SO","D","Georgetown, Ontario","Sacred Heart","georgetown ontario","Sacred Heart: 04 Liam Clare - Georgetown, Ontario (SO-D)",-79.9036236,43.6502046,20162017
5,"Christian Lloyd","FR","D","Oakville, Ontario","Sacred Heart","oakville ontario","Sacred Heart: 05 Christian Lloyd - Oakville, Ontario (FR-D)",-79.6876659,43.467517,20162017
6,"Coltyn Hansen","SR","F","South Delta, British Columbia","Sacred Heart","south delta british columbia","Sacred Heart: 06 Coltyn Hansen - South Delta, British Columbia (SR-F)",-123.0264759,49.0952155,20162017
8,"Jeff Carroll","SR","F","Kingston, Ontario","Sacred Heart","kingston ontario","Sacred Heart: 08 Jeff Carroll - Kingston, Ontario (SR-F)",-76.4859544,44.2311717,20162017
9,"Alec Butcher","JR","F","Anchorage, Alaska","Sacred Heart","anchorage alaska","Sacred Heart: 09 Alec Butcher - Anchorage, Alaska (JR-F)",-149.9002778,61.2180556,20162017
10,"Erlich Doerksen","SR","D","Toronto, Ontario","Sacred Heart","toronto ontario","Sacred Heart: 10 Erlich Doerksen - Toronto, Ontario (SR-D)",-79.3831843,43.653226,20162017
