"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","GP","G","A","P"
20102011,"Fernando Pisani","Pisani","Fernando","CHI","R","L","1976-12-27","Edmonton","CAN","AB","CAN",73,205,1996,8,195,60,7,9,16
20062007,"Joe Piskula","Piskula","Joe","LAK","D","L","1984-07-05","Antigo","USA","WI","USA",75,205,NA,NA,NA,5,0,0,0
20112012,"Joe Piskula","Piskula","Joe","CGY","D","L","1984-07-05","Antigo","USA","WI","USA",75,205,NA,NA,NA,5,0,0,0
20132014,"Joe Piskula","Piskula","Joe","NSH","D","L","1984-07-05","Antigo","USA","WI","USA",75,205,NA,NA,NA,2,0,0,0
20142015,"Joe Piskula","Piskula","Joe","NSH","D","L","1984-07-05","Antigo","USA","WI","USA",75,205,NA,NA,NA,1,0,0,0
20032004,"Joni Pitkanen","Pitkanen","Joni","PHI","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,71,8,19,27
20052006,"Joni Pitkanen","Pitkanen","Joni","PHI","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,58,13,33,46
20062007,"Joni Pitkanen","Pitkanen","Joni","PHI","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,77,4,39,43
20072008,"Joni Pitkanen","Pitkanen","Joni","EDM","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,63,8,18,26
20082009,"Joni Pitkanen","Pitkanen","Joni","CAR","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,71,7,26,33
20092010,"Joni Pitkanen","Pitkanen","Joni","CAR","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,71,6,40,46
20102011,"Joni Pitkanen","Pitkanen","Joni","CAR","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,72,5,30,35
20112012,"Joni Pitkanen","Pitkanen","Joni","CAR","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,30,5,12,17
20122013,"Joni Pitkanen","Pitkanen","Joni","CAR","D","L","1983-09-19","Oulu","FIN",NA,"FIN",75,220,2002,1,4,22,1,8,9
20132014,"Tyler Pitlick","Pitlick","Tyler","EDM","R","R","1991-11-01","Minneapolis","USA","MN","USA",72,202,2010,2,31,10,1,0,1
20142015,"Tyler Pitlick","Pitlick","Tyler","EDM","R","R","1991-11-01","Minneapolis","USA","MN","USA",72,202,2010,2,31,17,2,0,2
20162017,"Tyler Pitlick","Pitlick","Tyler","EDM","R","R","1991-11-01","Minneapolis","USA","MN","USA",72,202,2010,2,31,31,8,3,11
20022003,"Domenic Pittis","Pittis","Domenic","NSH","C","L","1974-10-01","Calgary","CAN","AB","CAN",71,190,1993,2,52,2,0,0,0
20032004,"Domenic Pittis","Pittis","Domenic","BUF","C","L","1974-10-01","Calgary","CAN","AB","CAN",71,190,1993,2,52,4,0,0,0
20032004,"Libor Pivko","Pivko","Libor","NSH","L","L","1980-03-29","NovyJicin","CZE",NA,"CZE",74,192,2000,3,89,1,0,0,0
20092010,"Alex Plante","Plante","Alex","EDM","D","R","1989-05-09","Brandon","CAN","MB","CAN",76,230,2007,1,15,4,0,1,1
20102011,"Alex Plante","Plante","Alex","EDM","D","R","1989-05-09","Brandon","CAN","MB","CAN",76,230,2007,1,15,3,0,0,0
20112012,"Alex Plante","Plante","Alex","EDM","D","R","1989-05-09","Brandon","CAN","MB","CAN",76,230,2007,1,15,3,0,1,1
20052006,"Geoff Platt","Platt","Geoff","CBJ","C","L","1985-07-10","Mississauga","CAN","ON","CAN",69,175,NA,NA,NA,15,0,5,5
20062007,"Geoff Platt","Platt","Geoff","CBJ","C","L","1985-07-10","Mississauga","CAN","ON","CAN",69,175,NA,NA,NA,26,4,5,9
20072008,"Geoff Platt","Platt","Geoff","ANA","C","L","1985-07-10","Mississauga","CAN","ON","CAN",69,175,NA,NA,NA,5,0,0,0
20032004,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,2,0,0,0
20052006,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,67,9,20,29
20062007,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,81,20,27,47
20072008,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,81,29,40,69
20082009,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,80,20,19,39
20092010,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,82,25,45,70
20102011,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,77,22,35,57
20112012,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,81,17,35,52
20122013,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,47,14,19,33
20132014,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,81,20,23,43
20142015,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,82,26,34,60
20152016,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,82,14,40,54
20162017,"Tomas Plekanec","Plekanec","Tomas","MTL","C","L","1982-10-31","Kladno","CZE",NA,"CZE",71,196,2001,3,71,60,7,16,23
20062007,"Tomas Plihal","Plihal","Tomas","SJS","C","L","1983-03-28","Frydlant","CZE",NA,"CZE",73,210,2001,5,140,3,0,0,0
20072008,"Tomas Plihal","Plihal","Tomas","SJS","C","L","1983-03-28","Frydlant","CZE",NA,"CZE",73,210,2001,5,140,22,2,1,3
20082009,"Tomas Plihal","Plihal","Tomas","SJS","C","L","1983-03-28","Frydlant","CZE",NA,"CZE",73,210,2001,5,140,64,5,8,13
20152016,"Sergei Plotnikov","Plotnikov","Sergei","PIT, ARI","L","L","1990-06-03","Komsomolsk","RUS",NA,"RUS",74,202,NA,NA,NA,45,0,3,3
20022003,"Steve Poapst","Poapst","Steve","CHI","D","L","1969-01-03","Cornwall","CAN","ON","CAN",71,199,NA,NA,NA,75,2,11,13
20032004,"Steve Poapst","Poapst","Steve","CHI","D","L","1969-01-03","Cornwall","CAN","ON","CAN",71,199,NA,NA,NA,53,2,2,4
20052006,"Steve Poapst","Poapst","Steve","PIT, STL","D","L","1969-01-03","Cornwall","CAN","ON","CAN",71,199,NA,NA,NA,62,0,5,5
20032004,"Thomas Pock","Pock","Thomas","NYR","D","L","1981-12-02","Klagenfurt","AUT",NA,"AUT",73,210,NA,NA,NA,6,2,2,4
20052006,"Thomas Pock","Pock","Thomas","NYR","D","L","1981-12-02","Klagenfurt","AUT",NA,"AUT",73,210,NA,NA,NA,8,1,1,2
20062007,"Thomas Pock","Pock","Thomas","NYR","D","L","1981-12-02","Klagenfurt","AUT",NA,"AUT",73,210,NA,NA,NA,44,4,4,8
20072008,"Thomas Pock","Pock","Thomas","NYR","D","L","1981-12-02","Klagenfurt","AUT",NA,"AUT",73,210,NA,NA,NA,1,0,0,0
20082009,"Thomas Pock","Pock","Thomas","NYI","D","L","1981-12-02","Klagenfurt","AUT",NA,"AUT",73,210,NA,NA,NA,59,1,2,3
20022003,"Shjon Podein","Podein","Shjon","STL","L","L","1968-03-05","Rochester","USA","MN","USA",74,200,1988,8,166,68,4,6,10
20032004,"Andrei Podkonicky","Podkonicky","Andrei","WSH","C","L","1978-05-09","Zvolen","SVK",NA,"SVK",74,202,1996,8,196,2,0,0,0
20032004,"John Pohl","Pohl","John","STL","C","R","1979-06-29","Rochester","USA","MN","USA",73,196,1998,9,255,1,0,0,0
20052006,"John Pohl","Pohl","John","TOR","C","R","1979-06-29","Rochester","USA","MN","USA",73,196,1998,9,255,7,3,1,4
20062007,"John Pohl","Pohl","John","TOR","C","R","1979-06-29","Rochester","USA","MN","USA",73,196,1998,9,255,74,13,16,29
20072008,"John Pohl","Pohl","John","TOR","C","R","1979-06-29","Rochester","USA","MN","USA",73,196,1998,9,255,33,1,4,5
20162017,"Brayden Point","Point","Brayden","TBL","C","R","1996-03-13","Calgary","CAN","AB","CAN",70,166,2014,3,79,45,8,14,22
20142015,"Emile Poirier","Poirier","Emile","CGY","L","L","1994-12-14","Montreal","CAN","QC","CAN",74,196,2013,1,22,6,0,1,1
20152016,"Emile Poirier","Poirier","Emile","CGY","L","L","1994-12-14","Montreal","CAN","QC","CAN",74,196,2013,1,22,2,0,0,0
20062007,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,19,0,0,0
20072008,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,6,0,1,1
20082009,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,69,1,14,15
20092010,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,78,4,17,21
20102011,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,55,3,9,12
20112012,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,77,0,11,11
20122013,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,48,1,5,6
20132014,"Roman Polak","Polak","Roman","STL","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,72,4,9,13
20142015,"Roman Polak","Polak","Roman","TOR","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,56,5,4,9
20152016,"Roman Polak","Polak","Roman","TOR, SJS","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,79,1,15,16
20162017,"Roman Polak","Polak","Roman","TOR","D","R","1986-04-28","Ostrava","CZE",NA,"CZE",74,235,2004,6,180,54,3,3,6
20052006,"Vojtech Polak","Polak","Vojtech","DAL","L","L","1985-06-27","OstrovNadOhri","CZE",NA,"CZE",70,180,2003,2,36,3,0,0,0
20062007,"Vojtech Polak","Polak","Vojtech","DAL","L","L","1985-06-27","OstrovNadOhri","CZE",NA,"CZE",70,180,2003,2,36,2,0,0,0
20032004,"Jame Pollock","Pollock","Jame","STL","D","R","1979-06-16",NA,"CAN","QC","CAN",73,210,1997,4,106,9,0,0,0
20032004,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,1,0,0,0
20052006,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,57,18,12,30
20062007,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,34,34,68
20072008,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,27,53,80
20082009,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,20,46,66
20092010,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,24,38,62
20102011,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,73,22,30,52
20112012,"Jason Pominville","Pominville","Jason","BUF","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,30,43,73
20122013,"Jason Pominville","Pominville","Jason","BUF, MIN","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,47,14,20,34
20132014,"Jason Pominville","Pominville","Jason","MIN","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,30,30,60
20142015,"Jason Pominville","Pominville","Jason","MIN","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,82,18,36,54
20152016,"Jason Pominville","Pominville","Jason","MIN","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,75,11,25,36
20162017,"Jason Pominville","Pominville","Jason","MIN","R","R","1982-11-30","Repentigny","CAN","QC","USA",72,181,2001,2,55,59,10,28,38
20022003,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,13,0,3,3
20032004,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,73,9,19,28
20052006,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,81,21,17,38
20062007,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,71,21,24,45
20072008,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,66,18,17,35
20082009,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,82,23,38,61
20092010,"Alexei Ponikarovsky","Ponikarovsky","Alexei","TOR, PIT","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,77,21,29,50
20102011,"Alexei Ponikarovsky","Ponikarovsky","Alexei","LAK","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,61,5,10,15
20112012,"Alexei Ponikarovsky","Ponikarovsky","Alexei","CAR, NJD","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,82,14,19,33
20122013,"Alexei Ponikarovsky","Ponikarovsky","Alexei","WPG, NJD","L","L","1980-04-09","Kiev","UKR",NA,"UKR",76,225,1998,4,87,42,4,5,9
20032004,"Mark Popovic","Popovic","Mark","ANA","D","L","1982-10-11","StoneyCreek","CAN","ON","CAN",73,205,2001,2,35,1,0,0,0
20052006,"Mark Popovic","Popovic","Mark","ATL","D","L","1982-10-11","StoneyCreek","CAN","ON","CAN",73,205,2001,2,35,7,0,0,0
20062007,"Mark Popovic","Popovic","Mark","ATL","D","L","1982-10-11","StoneyCreek","CAN","ON","CAN",73,205,2001,2,35,3,0,1,1
20072008,"Mark Popovic","Popovic","Mark","ATL","D","L","1982-10-11","StoneyCreek","CAN","ON","CAN",73,205,2001,2,35,33,0,2,2
20092010,"Mark Popovic","Popovic","Mark","ATL","D","L","1982-10-11","StoneyCreek","CAN","ON","CAN",73,205,2001,2,35,37,2,2,4
20082009,"Chris Porter","Porter","Chris","STL","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,6,1,1,2
20102011,"Chris Porter","Porter","Chris","STL","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,45,3,4,7
20112012,"Chris Porter","Porter","Chris","STL","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,47,4,3,7
20122013,"Chris Porter","Porter","Chris","STL","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,29,2,6,8
20132014,"Chris Porter","Porter","Chris","STL","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,22,0,1,1
20142015,"Chris Porter","Porter","Chris","STL","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,24,1,1,2
20152016,"Chris Porter","Porter","Chris","MIN","L","L","1984-05-29","Toronto","CAN","ON","CAN",73,206,2003,9,282,61,4,3,7
20082009,"Kevin Porter","Porter","Kevin","PHX","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,34,5,5,10
20092010,"Kevin Porter","Porter","Kevin","PHX, COL","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,20,2,1,3
20102011,"Kevin Porter","Porter","Kevin","COL","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,74,14,11,25
20112012,"Kevin Porter","Porter","Kevin","COL","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,35,4,3,7
20122013,"Kevin Porter","Porter","Kevin","BUF","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,31,4,5,9
20132014,"Kevin Porter","Porter","Kevin","BUF","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,12,0,1,1
20152016,"Kevin Porter","Porter","Kevin","PIT","C","L","1986-03-12","Detroit","USA","MI","USA",71,191,2004,4,119,41,0,3,3
20102011,"Paul Postma","Postma","Paul","ATL","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,1,0,0,0
20112012,"Paul Postma","Postma","Paul","WPG","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,3,0,0,0
20122013,"Paul Postma","Postma","Paul","WPG","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,34,4,5,9
20132014,"Paul Postma","Postma","Paul","WPG","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,20,1,2,3
20142015,"Paul Postma","Postma","Paul","WPG","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,42,2,4,6
20152016,"Paul Postma","Postma","Paul","WPG","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,26,2,0,2
20162017,"Paul Postma","Postma","Paul","WPG","D","R","1989-02-22","RedDeer","CAN","AB","CAN",75,195,2007,7,205,57,1,11,12
20022003,"Brian Pothier","Pothier","Brian","OTT","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,14,2,4,6
20032004,"Brian Pothier","Pothier","Brian","OTT","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,55,2,6,8
20052006,"Brian Pothier","Pothier","Brian","OTT","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,77,5,30,35
20062007,"Brian Pothier","Pothier","Brian","WSH","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,72,3,25,28
20072008,"Brian Pothier","Pothier","Brian","WSH","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,38,5,9,14
20082009,"Brian Pothier","Pothier","Brian","WSH","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,9,1,2,3
20092010,"Brian Pothier","Pothier","Brian","WSH, CAR","D","L","1977-04-15","NewBedford","USA","MA","USA",72,204,NA,NA,NA,61,5,10,15
20022003,"Tom Poti","Poti","Tom","NYR","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,80,11,37,48
20032004,"Tom Poti","Poti","Tom","NYR","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,67,10,14,24
20052006,"Tom Poti","Poti","Tom","NYR","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,73,3,20,23
20062007,"Tom Poti","Poti","Tom","NYI","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,78,6,38,44
20072008,"Tom Poti","Poti","Tom","WSH","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,71,2,27,29
20082009,"Tom Poti","Poti","Tom","WSH","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,52,3,10,13
20092010,"Tom Poti","Poti","Tom","WSH","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,70,4,20,24
20102011,"Tom Poti","Poti","Tom","WSH","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,21,2,5,7
20122013,"Tom Poti","Poti","Tom","WSH","D","L","1977-03-22","Worcester","USA","MA","USA",75,190,1996,3,59,16,0,2,2
20082009,"Corey Potter","Potter","Corey","NYR","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,5,1,1,2
20092010,"Corey Potter","Potter","Corey","NYR","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,3,0,0,0
20102011,"Corey Potter","Potter","Corey","PIT","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,1,0,0,0
20112012,"Corey Potter","Potter","Corey","EDM","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,62,4,17,21
20122013,"Corey Potter","Potter","Corey","EDM","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,33,3,1,4
20132014,"Corey Potter","Potter","Corey","EDM, BOS","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,19,0,5,5
20142015,"Corey Potter","Potter","Corey","CGY","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,6,0,0,0
20152016,"Corey Potter","Potter","Corey","NSH","D","R","1984-01-05","Lansing","USA","MI","USA",75,204,2003,4,122,1,0,0,0
20052006,"Ryan Potulny","Potulny","Ryan","PHI","C","L","1984-09-05","GrandForks","USA","ND","USA",72,182,2003,3,87,2,0,1,1
20062007,"Ryan Potulny","Potulny","Ryan","PHI","C","L","1984-09-05","GrandForks","USA","ND","USA",72,182,2003,3,87,35,7,5,12
20072008,"Ryan Potulny","Potulny","Ryan","PHI","C","L","1984-09-05","GrandForks","USA","ND","USA",72,182,2003,3,87,7,0,1,1
20082009,"Ryan Potulny","Potulny","Ryan","EDM","C","L","1984-09-05","GrandForks","USA","ND","USA",72,182,2003,3,87,8,0,3,3
20092010,"Ryan Potulny","Potulny","Ryan","EDM","C","L","1984-09-05","GrandForks","USA","ND","USA",72,182,2003,3,87,64,15,17,32
20102011,"Ryan Potulny","Potulny","Ryan","CHI, OTT","C","L","1984-09-05","GrandForks","USA","ND","USA",72,182,2003,3,87,10,0,0,0
20062007,"Benoit Pouliot","Pouliot","Benoit","MIN","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,3,0,0,0
20072008,"Benoit Pouliot","Pouliot","Benoit","MIN","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,11,2,1,3
20082009,"Benoit Pouliot","Pouliot","Benoit","MIN","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,37,5,6,11
20092010,"Benoit Pouliot","Pouliot","Benoit","MIN, MTL","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,53,17,11,28
20102011,"Benoit Pouliot","Pouliot","Benoit","MTL","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,79,13,17,30
20112012,"Benoit Pouliot","Pouliot","Benoit","BOS","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,74,16,16,32
20122013,"Benoit Pouliot","Pouliot","Benoit","TBL","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,34,8,12,20
20132014,"Benoit Pouliot","Pouliot","Benoit","NYR","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,80,15,21,36
20142015,"Benoit Pouliot","Pouliot","Benoit","EDM","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,58,19,15,34
20152016,"Benoit Pouliot","Pouliot","Benoit","EDM","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,55,14,22,36
20162017,"Benoit Pouliot","Pouliot","Benoit","EDM","L","L","1986-09-29","Alfred","CAN","ON","CAN",75,200,2005,1,4,51,5,5,10
20142015,"Derrick Pouliot","Pouliot","Derrick","PIT","D","L","1994-01-16","Estevan","CAN","SK","CAN",72,208,2012,1,8,34,2,5,7
20152016,"Derrick Pouliot","Pouliot","Derrick","PIT","D","L","1994-01-16","Estevan","CAN","SK","CAN",72,208,2012,1,8,22,0,7,7
20162017,"Derrick Pouliot","Pouliot","Derrick","PIT","D","L","1994-01-16","Estevan","CAN","SK","CAN",72,208,2012,1,8,7,0,0,0
20052006,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","EDM","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,8,1,0,1
20062007,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","EDM","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,46,4,7,11
20072008,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","EDM","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,24,1,6,7
20082009,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","EDM","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,63,8,12,20
20092010,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","EDM","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,35,7,7,14
20102011,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","TBL","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,3,0,0,0
20112012,"Marc-Antoine Pouliot","Pouliot","Marc-Antoine","PHX","C","R","1985-05-22",NA,"CAN","QC","CAN",74,203,2003,1,22,13,0,4,4
20082009,"Darroll Powe","Powe","Darroll","PHI","C","L","1985-06-22","Saskatoon","CAN","SK","CAN",71,212,NA,NA,NA,60,6,5,11
20092010,"Darroll Powe","Powe","Darroll","PHI","C","L","1985-06-22","Saskatoon","CAN","SK","CAN",71,212,NA,NA,NA,63,9,6,15
20102011,"Darroll Powe","Powe","Darroll","PHI","C","L","1985-06-22","Saskatoon","CAN","SK","CAN",71,212,NA,NA,NA,81,7,10,17
20112012,"Darroll Powe","Powe","Darroll","MIN","C","L","1985-06-22","Saskatoon","CAN","SK","CAN",71,212,NA,NA,NA,82,6,7,13
20122013,"Darroll Powe","Powe","Darroll","MIN, NYR","C","L","1985-06-22","Saskatoon","CAN","SK","CAN",71,212,NA,NA,NA,42,0,0,0
20132014,"Darroll Powe","Powe","Darroll","NYR","C","L","1985-06-22","Saskatoon","CAN","SK","CAN",71,212,NA,NA,NA,1,0,0,0
20022003,"Nolan Pratt","Pratt","Nolan","TBL","D","L","1975-08-14","FortMcMurray","CAN","AB","CAN",75,207,1993,5,115,67,1,7,8
20032004,"Nolan Pratt","Pratt","Nolan","TBL","D","L","1975-08-14","FortMcMurray","CAN","AB","CAN",75,207,1993,5,115,58,1,3,4
20052006,"Nolan Pratt","Pratt","Nolan","TBL","D","L","1975-08-14","FortMcMurray","CAN","AB","CAN",75,207,1993,5,115,82,0,9,9
20062007,"Nolan Pratt","Pratt","Nolan","TBL","D","L","1975-08-14","FortMcMurray","CAN","AB","CAN",75,207,1993,5,115,81,1,7,8
20072008,"Nolan Pratt","Pratt","Nolan","BUF","D","L","1975-08-14","FortMcMurray","CAN","AB","CAN",75,207,1993,5,115,55,1,6,7
20032004,"Tom Preissing","Preissing","Tom","SJS","D","R","1978-12-03","ArlingtonHeights","USA","IL","USA",72,197,NA,NA,NA,69,2,17,19
