"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","W","L","Ties","OTL"
20152016,"Jason Kasdorf","Kasdorf","Jason","BUF","G","L","1992-05-18","Winnipeg","CAN","MB","CAN",76,194,2011,6,157,0,1,0,0
20072008,"Matt Keetley","Keetley","Matt","CGY","G","R","1986-04-27","MedicineHat","CAN","AB","CAN",73,187,2005,5,158,0,0,0,0
20022003,"Nikolai Khabibulin","Khabibulin","Nikolai","TBL","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,30,22,11,5
20032004,"Nikolai Khabibulin","Khabibulin","Nikolai","TBL","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,28,19,7,4
20052006,"Nikolai Khabibulin","Khabibulin","Nikolai","CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,17,26,0,6
20062007,"Nikolai Khabibulin","Khabibulin","Nikolai","CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,25,26,0,5
20072008,"Nikolai Khabibulin","Khabibulin","Nikolai","CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,23,20,0,6
20082009,"Nikolai Khabibulin","Khabibulin","Nikolai","CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,25,8,0,7
20092010,"Nikolai Khabibulin","Khabibulin","Nikolai","EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,7,9,0,2
20102011,"Nikolai Khabibulin","Khabibulin","Nikolai","EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,10,32,0,4
20112012,"Nikolai Khabibulin","Khabibulin","Nikolai","EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,12,20,0,7
20122013,"Nikolai Khabibulin","Khabibulin","Nikolai","EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,4,6,0,1
20132014,"Nikolai Khabibulin","Khabibulin","Nikolai","CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,1,0,0,1
20092010,"Anton Khudobin","Khudobin","Anton","MIN","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,2,0,0,0
20102011,"Anton Khudobin","Khudobin","Anton","MIN","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,2,1,0,0
20112012,"Anton Khudobin","Khudobin","Anton","BOS","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,1,0,0,0
20122013,"Anton Khudobin","Khudobin","Anton","BOS","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,9,4,0,1
20132014,"Anton Khudobin","Khudobin","Anton","CAR","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,19,14,0,1
20142015,"Anton Khudobin","Khudobin","Anton","CAR","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,8,17,0,6
20152016,"Anton Khudobin","Khudobin","Anton","ANA","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,3,3,0,0
20022003,"Trevor Kidd","Kidd","Trevor","TOR","G","L","1972-03-29","Dugald","CAN","MB","CAN",74,213,1990,1,11,6,10,2,2
20032004,"Trevor Kidd","Kidd","Trevor","TOR","G","L","1972-03-29","Dugald","CAN","MB","CAN",74,213,1990,1,11,6,5,2,0
20122013,"Keith Kinkaid","Kinkaid","Keith","NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,0,0,0,0
20142015,"Keith Kinkaid","Kinkaid","Keith","NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,6,5,0,4
20152016,"Keith Kinkaid","Kinkaid","Keith","NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,9,9,0,1
20022003,"Miikka Kiprusoff","Kiprusoff","Miikka","SJS","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,5,14,0,4
20032004,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,24,10,4,1
20052006,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,42,20,0,11
20062007,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,40,24,0,9
20072008,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,39,26,0,10
20082009,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,45,24,0,5
20092010,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,35,28,0,10
20102011,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,37,24,0,6
20112012,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,35,22,0,11
20122013,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,8,14,0,2
20132014,"Connor Knapp","Knapp","Connor","BUF","G","L","1990-05-01","York","USA","NY","USA",78,206,2009,6,164,0,0,0,1
20022003,"Dieter Kochan","Kochan","Dieter","MIN","G","L","1974-05-11","Saskatoon","CAN","SK","CAN",73,165,1993,4,98,0,1,0,0
20052006,"Vitaly Kolesnik","Kolesnik","Vitaly","COL","G","L","1979-08-20","UstKamenogorsk","KAZ",NA,"KAZ",74,198,NA,NA,NA,3,3,0,0
20022003,"Olie Kolzig","Kolzig","Olie","WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,33,25,6,4
20032004,"Olie Kolzig","Kolzig","Olie","WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,19,35,9,3
20052006,"Olie Kolzig","Kolzig","Olie","WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,20,28,0,11
20062007,"Olie Kolzig","Kolzig","Olie","WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,22,24,0,6
20072008,"Olie Kolzig","Kolzig","Olie","WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,25,21,0,6
20082009,"Olie Kolzig","Kolzig","Olie","TBL","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,2,4,0,1
20022003,"Evgeny Konstantinov","Konstantinov","Evgeny","TBL","G","L","1981-03-29","Kazan","RUS",NA,"RUS",72,180,1999,3,67,0,0,0,0
20152016,"Joonas Korpisalo","Korpisalo","Joonas","CBJ","G","L","1994-04-28","Pori","FIN",NA,"FIN",75,190,2012,3,62,16,11,0,4
20102011,"Mikko Koskinen","Koskinen","Mikko","NYI","G","L","1988-07-18","Vantaa","FIN",NA,"FIN",78,205,2009,2,31,2,1,0,0
20082009,"Brent Krahn","Krahn","Brent","DAL","G","L","1982-04-02","Winnipeg","CAN","MB","CAN",76,232,2000,1,9,0,0,0,0
20122013,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,1,2,0,0
20132014,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,12,8,0,4
20142015,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,14,12,0,2
20152016,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,6,7,0,5
20022003,"Jason LaBarbera","LaBarbera","Jason","NYR","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,0,0,0,0
20032004,"Jason LaBarbera","LaBarbera","Jason","NYR","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,1,2,0,0
20052006,"Jason LaBarbera","LaBarbera","Jason","LAK","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,11,9,0,2
20072008,"Jason LaBarbera","LaBarbera","Jason","LAK","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,17,23,0,2
20082009,"Jason LaBarbera","LaBarbera","Jason","LAK, VAN","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,8,10,0,6
20092010,"Jason LaBarbera","LaBarbera","Jason","PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,8,5,0,1
20102011,"Jason LaBarbera","LaBarbera","Jason","PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,7,6,0,3
20112012,"Jason LaBarbera","LaBarbera","Jason","PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,3,9,0,3
20122013,"Jason LaBarbera","LaBarbera","Jason","PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,4,6,0,2
20132014,"Jason LaBarbera","LaBarbera","Jason","EDM","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,1,3,0,0
20142015,"Jason LaBarbera","LaBarbera","Jason","ANA","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,2,0,0,1
20022003,"Jean-Francois Labbe","Labbe","Jean-Francois","CBJ","G","L","1972-06-15","Sherbrooke","CAN","QC","CAN",69,174,NA,NA,NA,2,4,0,0
20132014,"Eddie Lack","Lack","Eddie","VAN","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,16,17,0,5
20142015,"Eddie Lack","Lack","Eddie","VAN","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,18,13,0,4
20152016,"Eddie Lack","Lack","Eddie","CAR","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,12,14,0,6
20072008,"Daniel Lacosta","Lacosta","Daniel","CBJ","G","L","1986-03-28","LabradorCity","CAN","NL","CAN",73,186,2004,3,93,0,0,0,0
20082009,"Daniel Lacosta","Lacosta","Daniel","CBJ","G","L","1986-03-28","LabradorCity","CAN","NL","CAN",73,186,2004,3,93,2,0,0,0
20022003,"Simon Lajeunesse","Lajeunesse","Simon","OTT","G","L","1981-01-22","QuebecCity","CAN","QC","CAN",73,178,1999,2,48,0,0,0,0
20022003,"Patrick Lalime","Lalime","Patrick","OTT","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,39,20,7,1
20032004,"Patrick Lalime","Lalime","Patrick","OTT","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,25,23,7,6
20052006,"Patrick Lalime","Lalime","Patrick","STL","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,4,18,0,8
20062007,"Patrick Lalime","Lalime","Patrick","CHI","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,4,6,0,1
20072008,"Patrick Lalime","Lalime","Patrick","CHI","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,16,12,0,2
20082009,"Patrick Lalime","Lalime","Patrick","BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,5,13,0,3
20092010,"Patrick Lalime","Lalime","Patrick","BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,4,8,0,2
20102011,"Patrick Lalime","Lalime","Patrick","BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,0,5,0,0
20022003,"Marc Lamothe","Lamothe","Marc","DET","G","L","1974-02-27","NewLiskeard","CAN","ON","CAN",74,210,1992,4,92,0,0,0,0
20032004,"Marc Lamothe","Lamothe","Marc","DET","G","L","1974-02-27","NewLiskeard","CAN","ON","CAN",74,210,1992,4,92,1,0,1,0
20022003,"Jan Lasak","Lasak","Jan","NSH","G","L","1979-04-10","Zvolen","SVK",NA,"SVK",72,204,1999,2,65,0,1,0,0
20102011,"Nathan Lawson","Lawson","Nathan","NYI","G","L","1983-09-29","Calgary","CAN","AB","CAN",74,198,NA,NA,NA,1,4,0,2
20132014,"Nathan Lawson","Lawson","Nathan","OTT","G","L","1983-09-29","Calgary","CAN","AB","CAN",74,198,NA,NA,NA,0,0,0,0
20022003,"Pascal Leclaire","Leclaire","Pascal","CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,0,0,0,0
20032004,"Pascal Leclaire","Leclaire","Pascal","CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,0,2,0,0
20052006,"Pascal Leclaire","Leclaire","Pascal","CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,11,15,0,3
20062007,"Pascal Leclaire","Leclaire","Pascal","CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,6,15,0,2
20072008,"Pascal Leclaire","Leclaire","Pascal","CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,24,17,0,6
20082009,"Pascal Leclaire","Leclaire","Pascal","CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,4,6,0,1
20092010,"Pascal Leclaire","Leclaire","Pascal","OTT","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,12,14,0,2
20102011,"Pascal Leclaire","Leclaire","Pascal","OTT","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,4,7,0,1
20022003,"Manny Legace","Legace","Manny","DET","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,14,5,4,1
20032004,"Manny Legace","Legace","Manny","DET","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,23,10,5,0
20052006,"Manny Legace","Legace","Manny","DET","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,37,8,0,3
20062007,"Manny Legace","Legace","Manny","STL","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,23,15,0,5
20072008,"Manny Legace","Legace","Manny","STL","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,27,25,0,8
20082009,"Manny Legace","Legace","Manny","STL","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,13,9,0,2
20092010,"Manny Legace","Legace","Manny","CAR","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,10,7,0,5
20102011,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,1,4,0,0
20112012,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,3,2,0,0
20122013,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,5,3,0,4
20132014,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,12,15,0,6
20142015,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,9,12,0,3
20152016,"Robin Lehner","Lehner","Robin","BUF","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,5,9,0,5
20032004,"Kari Lehtonen","Lehtonen","Kari","ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,4,0,0,0
20052006,"Kari Lehtonen","Lehtonen","Kari","ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,20,15,0,0
20062007,"Kari Lehtonen","Lehtonen","Kari","ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,34,24,0,9
20072008,"Kari Lehtonen","Lehtonen","Kari","ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,17,22,0,5
20082009,"Kari Lehtonen","Lehtonen","Kari","ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,19,22,0,3
20092010,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,6,4,0,0
20102011,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,34,24,0,11
20112012,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,32,22,0,4
20122013,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,15,14,0,3
20132014,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,33,20,0,10
20142015,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,34,17,0,10
20152016,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,25,10,0,2
20022003,"Michael Leighton","Leighton","Michael","CHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,2,3,2,1
20032004,"Michael Leighton","Leighton","Michael","CHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,6,18,8,3
20062007,"Michael Leighton","Leighton","Michael","NSH, PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,2,2,0,0
20072008,"Michael Leighton","Leighton","Michael","CAR","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,1,1,0,0
20082009,"Michael Leighton","Leighton","Michael","CAR","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,6,7,0,2
20092010,"Michael Leighton","Leighton","Michael","CAR, PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,17,9,0,2
20102011,"Michael Leighton","Leighton","Michael","PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,1,0,0,0
20122013,"Michael Leighton","Leighton","Michael","PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,0,1,0,0
20152016,"Michael Leighton","Leighton","Michael","CHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,0,0,0,0
20052006,"David Leneveu","Leneveu","David","PHX","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,3,8,0,2
20062007,"David Leneveu","Leneveu","David","PHX","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,2,1,0,0
20102011,"David Leneveu","Leneveu","David","CBJ","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,0,0,0,0
20132014,"Nathan Lieuwen","Lieuwen","Nathan","BUF","G","L","1991-08-08","Abbotsford","CAN","BC","CAN",77,189,2011,6,167,1,4,0,0
20102011,"Anders Lindback","Lindback","Anders","NSH","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,11,5,0,2
20112012,"Anders Lindback","Lindback","Anders","NSH","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,5,8,0,0
20122013,"Anders Lindback","Lindback","Anders","TBL","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,10,10,0,1
20132014,"Anders Lindback","Lindback","Anders","TBL","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,8,12,0,2
20142015,"Anders Lindback","Lindback","Anders","DAL, BUF","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,6,16,0,2
20152016,"Anders Lindback","Lindback","Anders","ARI","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,5,7,0,1
20152016,"Charlie Lindgren","Lindgren","Charlie","MTL","G","R","1993-12-18","Lakeville","USA","MN","USA",74,190,NA,NA,NA,1,0,0,0
20022003,"Neil Little","Little","Neil","PHI","G","L","1971-12-18","MedicineHat","CAN","AB","CAN",73,190,1991,11,226,0,0,0,0
20032004,"Neil Little","Little","Neil","PHI","G","L","1971-12-18","MedicineHat","CAN","AB","CAN",73,190,1991,11,226,0,1,0,0
20052006,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,30,12,0,9
20062007,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,37,22,0,8
20072008,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,37,24,0,10
20082009,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,38,25,0,7
20092010,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,35,27,0,10
20102011,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,36,27,0,5
20112012,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,39,18,0,5
20122013,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,24,16,0,3
20132014,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,33,24,0,5
20142015,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,30,13,0,3
20152016,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,35,21,0,7
20022003,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,20,34,7,6
20032004,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,25,33,14,4
20052006,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,35,30,0,9
20062007,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,47,22,0,6
20072008,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,35,29,0,9
20082009,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,33,13,0,7
20092010,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,40,22,0,4
20102011,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,38,15,0,7
20112012,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,31,14,0,8
20122013,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,9,6,0,3
20132014,"Roberto Luongo","Luongo","Roberto","VAN, FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,25,23,0,7
20142015,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,28,19,0,12
20152016,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,35,19,0,6
20062007,"Joey MacDonald","MacDonald","Joey","DET, BOS","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,3,7,0,2
20072008,"Joey MacDonald","MacDonald","Joey","NYI","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,0,1,0,1
20082009,"Joey MacDonald","MacDonald","Joey","NYI","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,14,26,0,6
20092010,"Joey MacDonald","MacDonald","Joey","TOR","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,1,4,0,0
20102011,"Joey MacDonald","MacDonald","Joey","DET","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,5,5,0,3
20112012,"Joey MacDonald","MacDonald","Joey","DET","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,8,5,0,1
20122013,"Joey MacDonald","MacDonald","Joey","CGY","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,8,9,0,1
20132014,"Joey MacDonald","MacDonald","Joey","CGY","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,5,4,0,1
20072008,"Drew MacIntyre","MacIntyre","Drew","VAN","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,0,1,0,0
20112012,"Drew MacIntyre","MacIntyre","Drew","BUF","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,0,0,0,0
20132014,"Drew MacIntyre","MacIntyre","Drew","TOR","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,0,1,0,0
20142015,"Andrey Makarov","Makarov","Andrey","BUF","G","L","1993-04-20","Kazan","RUS",NA,"RUS",74,194,NA,NA,NA,0,1,0,0
20082009,"Peter Mannino","Mannino","Peter","NYI","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,1,1,0,0
20102011,"Peter Mannino","Mannino","Peter","ATL","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,0,0,0,0
20112012,"Peter Mannino","Mannino","Peter","WPG","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,0,0,0,0
20022003,"Jussi Markkanen","Markkanen","Jussi","EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,7,8,3,3
20032004,"Jussi Markkanen","Markkanen","Jussi","NYR, EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,10,14,3,3
20052006,"Jussi Markkanen","Markkanen","Jussi","EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,15,12,0,6
